scenario,step,mean_believer_ratio,mean_corrected_ratio
verificacao_intensa,15,0.175265625,0.4117265625
verificacao_intensa,16,0.162234375,0.4523515625
verificacao_intensa,17,0.15001562499999999,0.4898359375
verificacao_intensa,18,0.1387890625,0.524671875
verificacao_intensa,19,0.1265078125,0.558328125
verificacao_intensa,20,0.1160390625,0.5883984375
verificacao_intensa,21,0.1047890625,0.616953125
verificacao_intensa,22,0.0951328125,0.642421875
verificacao_intensa,23,0.084984375,0.6662578125
verificacao_intensa,24,0.0761171875,0.687703125
verificacao_intensa,25,0.068390625,0.7072499999999999
verificacao_intensa,26,0.061203125,0.724609375
verificacao_intensa,27,0.054578125,0.74015625
verificacao_intensa,28,0.0481328125,0.7547578125
verificacao_intensa,29,0.042499999999999996,0.76728125
verificacao_intensa,30,0.03715625,0.778609375
verificacao_intensa,31,0.0330625,0.7881796875
verificacao_intensa,32,0.0285625,0.797390625
verificacao_intensa,33,0.0251171875,0.8051484375
verificacao_intensa,34,0.0224296875,0.8118515625
verificacao_intensa,35,0.0196640625,0.8177734375
verificacao_intensa,36,0.017359375,0.8229609375
verificacao_intensa,37,0.0154921875,0.827515625
verificacao_intensa,38,0.013703125,0.8316796875
verificacao_intensa,39,0.0121875,0.8353984375
verificacao_intensa,40,0.0106796875,0.8387734375
verificacao_intensa,41,0.00953125,0.84175
verificacao_intensa,42,0.008453125,0.8443125
verificacao_intensa,43,0.007796875,0.8463984375
verificacao_intensa,44,0.007078125,0.84840625
verificacao_intensa,45,0.0064375,0.8502265625
verificacao_intensa,46,0.0057890625,0.8518359375
verificacao_intensa,47,0.0051328125,0.853453125
verificacao_intensa,48,0.004359375,0.85490625
verificacao_intensa,49,0.0037109375,0.8561796875000001
verificacao_intensa,50,0.00321875,0.857265625
verificacao_intensa,51,0.002828125,0.8580859375000001
verificacao_intensa,52,0.0022578125,0.8590546875
verificacao_intensa,53,0.0020625,0.85971875
verificacao_intensa,54,0.001828125,0.8603203125
verificacao_intensa,55,0.0015703125,0.8608359375
verificacao_intensa,56,0.0014062500000000002,0.861234375
verificacao_intensa,57,0.0013203125,0.8615859375
verificacao_intensa,58,0.0012421875,0.8618671875
verificacao_intensa,59,0.001078125,0.862234375
verificacao_intensa,60,0.0009765625,0.86253125
verificacao_intensa,61,0.0009453125000000001,0.8627421875
verificacao_intensa,62,0.0009218750000000001,0.862953125
verificacao_intensa,63,0.0007890625,0.8632109375
verificacao_intensa,64,0.0006796875000000001,0.8634765625
verificacao_intensa,65,0.0006484375,0.863640625
verificacao_intensa,66,0.0006328125,0.8638359375
verificacao_intensa,67,0.000609375,0.864015625
verificacao_intensa,68,0.00046093750000000003,0.8642265625
verificacao_intensa,69,0.00040625000000000004,0.864375
verificacao_intensa,70,0.000359375,0.86446875
verificacao_intensa,71,0.00025,0.8646171875
verificacao_intensa,72,0.0001796875,0.864734375
verificacao_intensa,73,0.0001484375,0.8647734375
verificacao_intensa,74,0.00014062500000000002,0.864796875
verificacao_intensa,75,7.8125e-05,0.864859375
verificacao_intensa,76,8.59375e-05,0.8648750000000001
verificacao_intensa,77,6.25e-05,0.8648984375
verificacao_intensa,78,6.25e-05,0.8649296875
verificacao_intensa,79,6.25e-05,0.864953125
verificacao_intensa,80,6.25e-05,0.864953125
verificacao_intensa,81,6.25e-05,0.8649609375
verificacao_intensa,82,4.6875e-05,0.864984375
verificacao_intensa,83,3.90625e-05,0.8649921875
verificacao_intensa,84,3.125e-05,0.865
verificacao_intensa,85,3.90625e-05,0.865
verificacao_intensa,86,3.90625e-05,0.8650078125
verificacao_intensa,87,5.468750000000001e-05,0.8649921875
verificacao_intensa,88,3.90625e-05,0.865015625
verificacao_intensa,89,3.90625e-05,0.8650234375
verificacao_intensa,90,3.90625e-05,0.86503125
verificacao_intensa,91,1.5625e-05,0.8650546875
verificacao_intensa,92,1.5625e-05,0.8650546875
verificacao_intensa,93,7.8125e-06,0.8650625
verificacao_intensa,94,7.8125e-06,0.8650625
verificacao_intensa,95,0.0,0.8650703125
verificacao_intensa,96,0.0,0.8650703125
verificacao_intensa,97,0.0,0.8650703125
verificacao_intensa,98,0.0,0.8650703125
verificacao_intensa,99,0.0,0.8650703125
verificacao_intensa,100,0.0,0.8650703125
verificacao_intensa,101,0.0,0.8650703125
verificacao_intensa,102,0.0,0.8650703125
verificacao_intensa,103,0.0,0.8650703125
verificacao_intensa,104,0.0,0.8650703125
verificacao_intensa,105,0.0,0.8650703125
verificacao_intensa,106,0.0,0.8650703125
verificacao_intensa,107,0.0,0.8650703125
verificacao_intensa,108,0.0,0.8650703125
verificacao_intensa,109,0.0,0.8650703125
verificacao_intensa,110,0.0,0.8650703125
verificacao_intensa,111,0.0,0.8650703125
verificacao_intensa,112,0.0,0.8650703125
verificacao_intensa,113,0.0,0.8650703125
verificacao_intensa,114,0.0,0.8650703125
verificacao_intensa,115,0.0,0.8650703125
verificacao_intensa,116,0.0,0.8650703125
verificacao_intensa,117,0.0,0.8650703125
verificacao_intensa,118,0.0,0.8650703125
verificacao_intensa,119,0.0,0.8650703125
verificacao_intensa,120,0.0,0.8650703125
verificacao_intensa,121,0.0,0.8650703125
verificacao_intensa,122,0.0,0.8650703125
verificacao_intensa,123,0.0,0.8650703125
verificacao_intensa,124,0.0,0.8650703125
verificacao_intensa,125,0.0,0.8650703125
verificacao_intensa,126,0.0,0.8650703125
verificacao_intensa,127,0.0,0.8650703125
verificacao_intensa,128,0.0,0.8650703125
verificacao_intensa,129,0.0,0.8650703125
verificacao_intensa,130,0.0,0.8650703125
verificacao_intensa,131,0.0,0.8650703125
verificacao_intensa,132,0.0,0.8650703125
verificacao_intensa,133,0.0,0.8650703125
verificacao_intensa,134,0.0,0.8650703125
verificacao_intensa,135,0.0,0.8650703125
verificacao_intensa,136,0.0,0.8650703125
verificacao_intensa,137,0.0,0.8650703125
verificacao_intensa,138,0.0,0.8650703125
verificacao_intensa,139,0.0,0.8650703125
verificacao_intensa,140,0.0,0.8650703125
verificacao_intensa,141,0.0,0.8650703125
verificacao_intensa,142,0.0,0.8650703125
verificacao_intensa,143,0.0,0.8650703125
verificacao_intensa,144,0.0,0.8650703125
verificacao_intensa,145,0.0,0.8650703125
verificacao_intensa,146,0.0,0.8650703125
verificacao_intensa,147,0.0,0.8650703125
verificacao_intensa,148,0.0,0.8650703125
verificacao_intensa,149,0.0,0.8650703125
verificacao_intensa,150,0.0,0.8650703125
verificacao_intensa,151,0.0,0.8650703125
verificacao_intensa,152,0.0,0.8650703125
verificacao_intensa,153,0.0,0.8650703125
verificacao_intensa,154,0.0,0.8650703125
verificacao_intensa,155,0.0,0.8650703125
verificacao_intensa,156,0.0,0.8650703125
verificacao_intensa,157,0.0,0.8650703125
verificacao_intensa,158,0.0,0.8650703125
verificacao_intensa,159,0.0,0.8650703125
verificacao_intensa,160,0.0,0.8650703125
campanha_alfabetizacao,0,0.0304609375,0.19903125
campanha_alfabetizacao,1,0.040734374999999996,0.203328125
campanha_alfabetizacao,2,0.0523203125,0.2086171875
campanha_alfabetizacao,3,0.0642734375,0.2157421875
campanha_alfabetizacao,4,0.0765,0.2245390625
campanha_alfabetizacao,5,0.0876796875,0.2358046875
campanha_alfabetizacao,6,0.09769531249999999,0.2489296875
campanha_alfabetizacao,7,0.10459375,0.2649453125
campanha_alfabetizacao,8,0.1087890625,0.2835859375
campanha_alfabetizacao,9,0.110515625,0.30390625
campanha_alfabetizacao,10,0.1095546875,0.326015625
campanha_alfabetizacao,11,0.10675,0.3490078125
campanha_alfabetizacao,12,0.1015859375,0.37265625
campanha_alfabetizacao,13,0.0955859375,0.39609375
campanha_alfabetizacao,14,0.088265625,0.4195859375
campanha_alfabetizacao,15,0.0816796875,0.4407421875
campanha_alfabetizacao,16,0.0745390625,0.4612265625
campanha_alfabetizacao,17,0.0676484375,0.48017187499999997
campanha_alfabetizacao,18,0.0615390625,0.49759375
campanha_alfabetizacao,19,0.0557734375,0.5132421875
campanha_alfabetizacao,20,0.050453125,0.5275
campanha_alfabetizacao,21,0.0459140625,0.5408515625
campanha_alfabetizacao,22,0.04153125,0.552734375
campanha_alfabetizacao,23,0.037765625,0.56375
campanha_alfabetizacao,24,0.0345703125,0.5734921875
campanha_alfabetizacao,25,0.0314609375,0.5823906249999999
campanha_alfabetizacao,26,0.028953125,0.5903046875
campanha_alfabetizacao,27,0.0262734375,0.5977578125
campanha_alfabetizacao,28,0.0239609375,0.60475
campanha_alfabetizacao,29,0.02178125,0.611046875
campanha_alfabetizacao,30,0.0196875,0.616890625
campanha_alfabetizacao,31,0.01759375,0.6222578125
campanha_alfabetizacao,32,0.015515625,0.627265625
campanha_alfabetizacao,33,0.013671875,0.6317109375
campanha_alfabetizacao,34,0.0122890625,0.635609375
campanha_alfabetizacao,35,0.0108984375,0.6390859375
campanha_alfabetizacao,36,0.00978125,0.6420234375
campanha_alfabetizacao,37,0.008843750000000001,0.644734375
campanha_alfabetizacao,38,0.0081015625,0.6469609374999999
campanha_alfabetizacao,39,0.007171875,0.6493203125
campanha_alfabetizacao,40,0.0061953125,0.651421875
campanha_alfabetizacao,41,0.00559375,0.6531796875
campanha_alfabetizacao,42,0.0049609375,0.654796875
campanha_alfabetizacao,43,0.0045,0.6562890625
campanha_alfabetizacao,44,0.0041484375,0.6574140625
campanha_alfabetizacao,45,0.0037890625,0.6584609375
campanha_alfabetizacao,46,0.003234375,0.6595859374999999
campanha_alfabetizacao,47,0.0027578125,0.6605546875
campanha_alfabetizacao,48,0.002765625,0.6611796875
campanha_alfabetizacao,49,0.00240625,0.6620078125
campanha_alfabetizacao,50,0.0021640625,0.662703125
campanha_alfabetizacao,51,0.002046875,0.6632421875
campanha_alfabetizacao,52,0.0019296875,0.6637421875
campanha_alfabetizacao,53,0.0018203125,0.6641875
campanha_alfabetizacao,54,0.0016093750000000001,0.664703125
campanha_alfabetizacao,55,0.0015,0.6651640625
campanha_alfabetizacao,56,0.00128125,0.66565625
campanha_alfabetizacao,57,0.0012734375,0.66590625
campanha_alfabetizacao,58,0.0011015625,0.6663046875
campanha_alfabetizacao,59,0.0010078125,0.66659375
campanha_alfabetizacao,60,0.00078125,0.667
campanha_alfabetizacao,61,0.000734375,0.66721875
campanha_alfabetizacao,62,0.000703125,0.6674140625
campanha_alfabetizacao,63,0.0007265625,0.6675156250000001
campanha_alfabetizacao,64,0.000625,0.66771875
campanha_alfabetizacao,65,0.0005703125,0.6679140625
campanha_alfabetizacao,66,0.00046093750000000003,0.6681171875
campanha_alfabetizacao,67,0.0004140625,0.668234375
campanha_alfabetizacao,68,0.00039843750000000003,0.6683515625
campanha_alfabetizacao,69,0.00039843750000000003,0.668453125
campanha_alfabetizacao,70,0.00046875,0.668484375
campanha_alfabetizacao,71,0.0003828125,0.668625
campanha_alfabetizacao,72,0.000375,0.6687109375
campanha_alfabetizacao,73,0.00033593750000000003,0.6688046875
campanha_alfabetizacao,74,0.0003125,0.6688671875000001
campanha_alfabetizacao,75,0.0002734375,0.6689765625
campanha_alfabetizacao,76,0.0002578125,0.6690703125
campanha_alfabetizacao,77,0.0002734375,0.6691328125
campanha_alfabetizacao,78,0.00028125,0.6692109375
campanha_alfabetizacao,79,0.0002578125,0.66928125
campanha_alfabetizacao,80,0.0002109375,0.6693359375
campanha_alfabetizacao,81,0.00015625,0.669421875
campanha_alfabetizacao,82,0.00015625,0.6694687500000001
campanha_alfabetizacao,83,0.0001796875,0.6694921875000001
campanha_alfabetizacao,84,0.0001640625,0.669546875
campanha_alfabetizacao,85,0.0001484375,0.66959375
campanha_alfabetizacao,86,0.0001640625,0.6696171875
campanha_alfabetizacao,87,0.00015625,0.6696484375
campanha_alfabetizacao,88,0.000140625,0.6696875
campanha_alfabetizacao,89,0.0001875,0.6696953125
campanha_alfabetizacao,90,0.0001953125,0.6697421875
campanha_alfabetizacao,91,0.00015625,0.6698125
campanha_alfabetizacao,92,0.0001796875,0.6698515625
campanha_alfabetizacao,93,0.000125,0.6699375
campanha_alfabetizacao,94,0.0001171875,0.66996875
campanha_alfabetizacao,95,0.0001328125,0.669984375
campanha_alfabetizacao,96,0.0001328125,0.67003125
campanha_alfabetizacao,97,7.031250000000001e-05,0.670109375
campanha_alfabetizacao,98,5.46875e-05,0.670140625
campanha_alfabetizacao,99,3.90625e-05,0.6701640625
campanha_alfabetizacao,100,3.125e-05,0.670171875
campanha_alfabetizacao,101,7.8125e-06,0.670203125
campanha_alfabetizacao,102,7.8125e-06,0.670203125
campanha_alfabetizacao,103,1.5625e-05,0.670203125
campanha_alfabetizacao,104,1.5625e-05,0.670203125
campanha_alfabetizacao,105,7.8125e-06,0.6702109375
campanha_alfabetizacao,106,0.0,0.67021875
campanha_alfabetizacao,107,0.0,0.67021875
campanha_alfabetizacao,108,0.0,0.67021875
campanha_alfabetizacao,109,0.0,0.67021875
campanha_alfabetizacao,110,0.0,0.67021875
campanha_alfabetizacao,111,0.0,0.67021875
campanha_alfabetizacao,112,0.0,0.67021875
campanha_alfabetizacao,113,0.0,0.67021875
campanha_alfabetizacao,114,0.0,0.67021875
campanha_alfabetizacao,115,0.0,0.67021875
campanha_alfabetizacao,116,0.0,0.67021875
campanha_alfabetizacao,117,0.0,0.67021875
campanha_alfabetizacao,118,0.0,0.67021875
campanha_alfabetizacao,119,0.0,0.67021875
campanha_alfabetizacao,120,0.0,0.67021875
campanha_alfabetizacao,121,0.0,0.67021875
campanha_alfabetizacao,122,0.0,0.67021875
campanha_alfabetizacao,123,0.0,0.67021875
campanha_alfabetizacao,124,0.0,0.67021875
campanha_alfabetizacao,125,0.0,0.67021875
campanha_alfabetizacao,126,0.0,0.67021875
campanha_alfabetizacao,127,0.0,0.67021875
campanha_alfabetizacao,128,0.0,0.67021875
campanha_alfabetizacao,129,0.0,0.67021875
campanha_alfabetizacao,130,0.0,0.67021875
campanha_alfabetizacao,131,0.0,0.67021875
campanha_alfabetizacao,132,0.0,0.67021875
campanha_alfabetizacao,133,0.0,0.67021875
campanha_alfabetizacao,134,0.0,0.67021875
campanha_alfabetizacao,135,0.0,0.67021875
campanha_alfabetizacao,136,0.0,0.67021875
campanha_alfabetizacao,137,0.0,0.67021875
campanha_alfabetizacao,138,0.0,0.67021875
campanha_alfabetizacao,139,0.0,0.67021875
campanha_alfabetizacao,140,0.0,0.67021875
campanha_alfabetizacao,141,0.0,0.67021875
campanha_alfabetizacao,142,0.0,0.67021875
campanha_alfabetizacao,143,0.0,0.67021875
campanha_alfabetizacao,144,0.0,0.67021875
campanha_alfabetizacao,145,0.0,0.67021875
campanha_alfabetizacao,146,0.0,0.67021875
campanha_alfabetizacao,147,0.0,0.67021875
campanha_alfabetizacao,148,0.0,0.67021875
campanha_alfabetizacao,149,0.0,0.67021875
campanha_alfabetizacao,150,0.0,0.67021875
campanha_alfabetizacao,151,0.0,0.67021875
campanha_alfabetizacao,152,0.0,0.67021875
campanha_alfabetizacao,153,0.0,0.67021875
campanha_alfabetizacao,154,0.0,0.67021875
campanha_alfabetizacao,155,0.0,0.67021875
campanha_alfabetizacao,156,0.0,0.67021875
campanha_alfabetizacao,157,0.0,0.67021875
campanha_alfabetizacao,158,0.0,0.67021875
campanha_alfabetizacao,159,0.0,0.67021875
campanha_alfabetizacao,160,0.0,0.67021875
